horas_estudio,asistencia,participacion_parental,acceso_a_recursos,actividades_extracurriculares,horas_suenio,calificaciones_previas,nivel_motivacion,acceso_internet,sesiones_tutoria,ingreso_familiar,calidad_profesorado,tipo_escuela,influencia_companieros,actividad_fisica,discapacidad_aprendizaje,nivel_estudio_padres,distancia,genero,puntaje_examen
28,92,bajo,elevado,no,5,96,elevado,si,1,medio,bajo,publico,neutral,3,no,universidad,moderado,hombre,72
19,78,medio,bajo,no,7,55,bajo,si,0,medio,bajo,publico,positivo,3,no,universidad,cercano,hombre,65
7,96,medio,elevado,no,9,91,medio,si,0,bajo,medio,publico,neutral,4,no,universidad,cercano,hombre,67
16,76,medio,bajo,si,7,95,bajo,si,2,medio,bajo,publico,negativo,3,no,preparatoria,,mujer,66
28,81,elevado,medio,si,8,73,bajo,si,0,medio,elevado,publico,negativo,3,no,posgrado,cercano,hombre,70
20,79,elevado,medio,no,8,53,medio,si,2,medio,bajo,privado,neutral,3,no,preparatoria,moderado,mujer,66
14,78,elevado,elevado,si,8,80,bajo,si,1,medio,bajo,publico,neutral,1,no,preparatoria,cercano,mujer,66
17,91,medio,bajo,si,7,62,bajo,si,3,elevado,medio,publico,negativo,3,no,posgrado,cercano,hombre,68
25,81,bajo,medio,si,8,59,bajo,si,3,bajo,medio,publico,positivo,4,no,universidad,cercano,hombre,68
23,73,elevado,elevado,no,8,78,bajo,si,0,elevado,medio,publico,neutral,4,no,preparatoria,moderado,mujer,67
19,70,elevado,medio,si,8,68,elevado,no,1,bajo,medio,publico,positivo,3,no,universidad,cercano,mujer,65
18,62,medio,bajo,si,8,87,medio,si,4,bajo,medio,publico,positivo,4,no,universidad,cercano,mujer,64
18,83,elevado,medio,no,5,80,elevado,si,1,elevado,elevado,publico,positivo,2,no,universidad,cercano,hombre,70
14,69,bajo,medio,no,5,91,medio,si,0,elevado,medio,publico,positivo,3,no,universidad,moderado,hombre,63
30,66,medio,elevado,no,6,53,bajo,no,2,bajo,medio,publico,positivo,2,no,preparatoria,cercano,hombre,65
18,86,bajo,medio,si,9,62,medio,si,4,medio,bajo,publico,negativo,2,si,posgrado,cercano,mujer,67
27,87,medio,bajo,si,7,78,bajo,si,3,bajo,medio,privado,negativo,5,no,preparatoria,cercano,mujer,71
29,90,elevado,medio,si,7,94,medio,si,1,bajo,bajo,privado,neutral,4,no,preparatoria,cercano,mujer,73
26,80,medio,bajo,no,4,91,bajo,si,1,bajo,medio,privado,neutral,3,no,preparatoria,lejano,hombre,67
17,96,elevado,medio,si,7,84,medio,si,2,bajo,elevado,privado,positivo,3,no,universidad,cercano,mujer,72
22,97,medio,bajo,no,7,79,elevado,si,2,medio,elevado,publico,positivo,0,no,preparatoria,lejano,hombre,71
20,92,medio,elevado,si,4,82,elevado,si,0,medio,bajo,publico,neutral,4,no,posgrado,cercano,hombre,72
15,85,elevado,elevado,si,7,61,medio,si,1,medio,elevado,publico,negativo,3,no,preparatoria,cercano,hombre,68
22,72,bajo,bajo,si,5,80,medio,si,2,bajo,elevado,publico,neutral,3,no,universidad,cercano,mujer,65
13,99,elevado,medio,no,6,75,bajo,si,1,medio,bajo,publico,positivo,4,si,universidad,lejano,mujer,68
27,71,medio,bajo,no,8,69,medio,si,1,elevado,medio,publico,positivo,4,no,universidad,cercano,hombre,67
17,68,medio,bajo,no,7,94,elevado,si,1,elevado,medio,privado,neutral,4,no,universidad,moderado,mujer,66
21,78,medio,bajo,si,6,91,medio,si,0,medio,bajo,privado,neutral,1,si,preparatoria,cercano,hombre,64
22,62,elevado,medio,no,6,54,medio,si,3,bajo,medio,privado,neutral,3,no,posgrado,cercano,hombre,65
18,99,medio,bajo,no,6,99,medio,si,0,bajo,medio,publico,neutral,3,no,preparatoria,moderado,hombre,69
24,84,medio,bajo,si,7,61,medio,si,2,medio,bajo,publico,positivo,2,no,preparatoria,lejano,hombre,68
17,82,elevado,elevado,no,5,61,medio,si,3,medio,bajo,publico,neutral,4,no,posgrado,cercano,hombre,69
25,86,medio,bajo,si,9,97,bajo,si,1,elevado,medio,privado,neutral,3,no,preparatoria,moderado,hombre,70
12,80,elevado,medio,no,5,72,medio,si,1,elevado,medio,privado,positivo,4,si,preparatoria,cercano,mujer,65
21,61,medio,bajo,no,4,90,bajo,si,2,medio,bajo,publico,neutral,3,no,preparatoria,cercano,hombre,63
32,84,bajo,medio,si,8,64,medio,si,1,bajo,elevado,privado,positivo,3,no,universidad,cercano,mujer,71
14,89,medio,elevado,si,6,94,bajo,si,0,bajo,medio,privado,neutral,2,no,posgrado,cercano,hombre,68
16,77,medio,bajo,si,7,92,elevado,si,5,bajo,elevado,publico,positivo,3,no,posgrado,cercano,mujer,70
23,90,medio,elevado,si,8,76,elevado,si,2,medio,bajo,publico,positivo,3,no,preparatoria,cercano,mujer,72
21,69,medio,bajo,si,6,85,medio,si,3,bajo,bajo,publico,neutral,1,no,universidad,lejano,mujer,64
22,69,bajo,medio,no,7,98,bajo,si,0,bajo,medio,publico,positivo,2,no,posgrado,moderado,hombre,64
23,66,medio,bajo,si,8,73,elevado,si,2,elevado,medio,publico,positivo,2,no,universidad,cercano,mujer,66
24,75,medio,elevado,si,9,75,elevado,si,0,medio,elevado,publico,positivo,3,no,universidad,lejano,hombre,69
27,94,medio,bajo,no,6,86,medio,si,2,medio,bajo,privado,neutral,2,no,preparatoria,cercano,mujer,71
22,93,medio,elevado,si,6,69,elevado,si,0,elevado,bajo,publico,negativo,3,si,preparatoria,cercano,hombre,69
19,75,elevado,medio,no,8,98,bajo,si,1,bajo,medio,publico,neutral,3,no,posgrado,moderado,hombre,67
24,84,bajo,medio,si,7,52,medio,si,0,bajo,elevado,publico,neutral,3,no,preparatoria,cercano,hombre,66
31,89,medio,bajo,no,7,70,medio,si,2,bajo,elevado,publico,positivo,2,no,preparatoria,moderado,mujer,71
19,70,medio,bajo,si,9,86,bajo,si,2,elevado,medio,publico,neutral,2,si,preparatoria,cercano,hombre,63
14,67,medio,bajo,no,4,71,medio,si,0,elevado,medio,publico,neutral,4,no,universidad,cercano,mujer,62
27,99,medio,elevado,no,5,63,medio,si,0,medio,elevado,publico,neutral,4,no,preparatoria,cercano,mujer,73
19,85,elevado,medio,no,4,71,bajo,si,1,medio,elevado,publico,negativo,3,no,preparatoria,lejano,mujer,66
7,99,elevado,medio,si,9,94,medio,si,3,elevado,elevado,publico,positivo,2,no,posgrado,moderado,hombre,72
25,74,elevado,bajo,si,8,77,bajo,si,1,bajo,medio,publico,neutral,2,no,posgrado,moderado,mujer,67
17,88,bajo,bajo,no,5,67,medio,no,0,medio,elevado,publico,neutral,3,no,posgrado,cercano,hombre,65
19,69,medio,bajo,si,7,84,medio,si,2,medio,bajo,publico,neutral,4,no,preparatoria,cercano,hombre,66
22,70,elevado,medio,si,7,81,bajo,si,3,medio,bajo,publico,neutral,2,no,posgrado,moderado,mujer,68
21,80,medio,elevado,si,4,78,medio,si,1,medio,elevado,privado,neutral,4,no,preparatoria,cercano,mujer,69
24,73,elevado,medio,si,7,70,medio,si,0,elevado,medio,publico,negativo,3,no,posgrado,cercano,mujer,68
17,67,medio,elevado,si,5,54,medio,si,0,bajo,medio,publico,negativo,2,no,preparatoria,moderado,hombre,61
23,71,elevado,bajo,si,8,81,medio,si,3,medio,elevado,privado,positivo,2,no,preparatoria,cercano,hombre,68
18,61,elevado,bajo,si,5,71,bajo,si,3,elevado,elevado,privado,neutral,3,no,universidad,cercano,hombre,64
24,88,medio,bajo,si,7,71,bajo,no,1,bajo,elevado,publico,neutral,3,no,universidad,moderado,hombre,67
24,80,bajo,elevado,si,9,62,elevado,si,3,elevado,bajo,publico,neutral,3,no,preparatoria,moderado,hombre,68
14,64,medio,elevado,no,8,62,bajo,si,1,medio,elevado,publico,positivo,4,si,preparatoria,moderado,hombre,61
27,67,elevado,bajo,no,8,89,bajo,si,1,bajo,bajo,publico,positivo,3,no,posgrado,cercano,mujer,66
17,64,elevado,bajo,si,7,74,bajo,si,2,medio,bajo,publico,positivo,2,no,posgrado,cercano,mujer,64
25,85,bajo,medio,no,5,55,bajo,si,3,elevado,medio,publico,negativo,3,no,preparatoria,moderado,mujer,67
22,64,medio,elevado,no,6,52,bajo,si,2,elevado,medio,privado,negativo,4,no,universidad,moderado,mujer,64
31,90,elevado,elevado,no,7,61,bajo,si,0,bajo,medio,publico,positivo,3,no,preparatoria,cercano,hombre,72
19,61,medio,bajo,no,7,74,bajo,si,2,elevado,medio,publico,negativo,3,no,posgrado,lejano,hombre,62
18,70,elevado,medio,si,5,81,bajo,si,2,bajo,medio,privado,negativo,2,no,preparatoria,lejano,mujer,63
20,96,elevado,elevado,no,8,57,bajo,si,1,bajo,medio,privado,neutral,4,no,preparatoria,cercano,hombre,70
18,89,elevado,medio,no,5,72,bajo,si,3,medio,bajo,publico,positivo,3,no,universidad,moderado,hombre,69
25,63,bajo,medio,si,9,54,medio,si,3,medio,bajo,publico,positivo,2,no,preparatoria,cercano,hombre,64
10,93,bajo,medio,no,7,52,medio,si,2,medio,bajo,publico,positivo,3,no,posgrado,cercano,hombre,66
14,80,bajo,medio,si,8,93,medio,si,3,bajo,elevado,privado,positivo,4,no,preparatoria,cercano,mujer,67
14,94,elevado,elevado,si,8,83,medio,si,4,medio,bajo,publico,negativo,5,si,posgrado,cercano,mujer,71
26,84,medio,elevado,si,10,89,medio,si,0,bajo,elevado,privado,positivo,1,no,preparatoria,lejano,mujer,70
30,87,bajo,medio,no,7,59,medio,si,2,medio,bajo,publico,neutral,3,no,preparatoria,moderado,hombre,69
19,100,medio,bajo,no,6,66,elevado,si,0,bajo,medio,publico,neutral,3,no,,moderado,hombre,68
19,69,medio,elevado,si,6,72,medio,no,1,bajo,medio,publico,neutral,1,no,universidad,cercano,mujer,64
20,85,elevado,medio,si,9,83,bajo,si,3,medio,bajo,publico,positivo,3,si,universidad,cercano,hombre,70
27,78,elevado,bajo,si,5,77,medio,si,0,medio,bajo,privado,neutral,3,no,posgrado,cercano,hombre,69
14,62,medio,bajo,si,6,78,medio,si,0,elevado,,publico,positivo,2,no,universidad,cercano,mujer,63
21,61,bajo,medio,no,7,58,medio,si,1,medio,bajo,publico,negativo,3,no,preparatoria,cercano,mujer,60
26,65,elevado,bajo,no,7,74,medio,si,2,bajo,medio,publico,negativo,4,no,preparatoria,cercano,mujer,65
23,86,medio,bajo,no,8,91,medio,si,0,bajo,medio,publico,negativo,0,no,preparatoria,cercano,hombre,67
21,83,medio,bajo,no,5,75,bajo,si,1,medio,bajo,publico,negativo,4,no,universidad,cercano,hombre,66
26,82,bajo,elevado,no,7,60,medio,no,3,bajo,medio,publico,neutral,3,no,posgrado,cercano,mujer,68
4,61,bajo,elevado,si,7,71,elevado,si,0,bajo,bajo,publico,positivo,1,no,posgrado,cercano,hombre,58
24,79,bajo,elevado,si,5,88,medio,si,0,medio,bajo,publico,neutral,3,no,preparatoria,moderado,mujer,67
16,97,medio,bajo,si,8,57,bajo,si,0,medio,bajo,publico,positivo,4,si,,cercano,hombre,68
9,76,medio,bajo,si,7,79,medio,si,1,bajo,medio,publico,neutral,3,no,preparatoria,cercano,mujer,62
23,85,bajo,elevado,no,7,98,elevado,no,2,bajo,medio,publico,negativo,3,no,posgrado,moderado,mujer,69
28,91,medio,elevado,si,6,69,elevado,si,1,medio,elevado,privado,neutral,4,no,preparatoria,lejano,hombre,73
19,91,elevado,bajo,no,6,52,medio,si,2,bajo,medio,publico,negativo,4,si,preparatoria,moderado,hombre,66
26,81,bajo,medio,si,5,82,medio,si,0,medio,bajo,publico,negativo,5,si,posgrado,cercano,mujer,67
30,94,medio,bajo,no,8,52,medio,si,1,medio,bajo,publico,neutral,4,no,preparatoria,cercano,mujer,71
28,76,medio,bajo,si,9,60,medio,si,1,bajo,medio,publico,neutral,2,no,preparatoria,lejano,hombre,66
30,96,elevado,medio,si,10,52,medio,si,0,elevado,elevado,publico,positivo,4,no,universidad,moderado,mujer,74
24,70,medio,elevado,no,8,59,bajo,si,2,bajo,elevado,publico,positivo,5,no,preparatoria,cercano,hombre,67
20,71,elevado,medio,no,6,93,elevado,si,2,medio,elevado,publico,negativo,2,no,posgrado,cercano,hombre,68
10,62,medio,bajo,no,6,87,elevado,si,2,bajo,elevado,publico,neutral,3,no,preparatoria,cercano,hombre,61
19,92,medio,elevado,no,8,67,medio,si,2,medio,bajo,privado,negativo,2,no,preparatoria,,mujer,69
15,77,bajo,medio,si,7,95,bajo,si,4,bajo,medio,publico,positivo,4,no,preparatoria,moderado,hombre,65
33,69,medio,elevado,si,7,83,medio,si,2,medio,bajo,publico,neutral,2,no,posgrado,cercano,hombre,71
19,69,medio,bajo,no,7,72,medio,si,1,bajo,bajo,publico,positivo,2,no,preparatoria,lejano,mujer,61
21,96,medio,elevado,si,9,53,medio,si,0,bajo,elevado,publico,neutral,3,no,universidad,cercano,hombre,70
23,93,medio,bajo,no,6,87,medio,si,2,medio,bajo,privado,neutral,3,no,preparatoria,moderado,hombre,70
20,82,medio,elevado,si,9,69,bajo,si,1,medio,bajo,publico,positivo,3,no,universidad,cercano,hombre,69
30,85,elevado,bajo,si,7,65,elevado,si,2,bajo,medio,publico,negativo,3,no,preparatoria,cercano,mujer,70
16,79,elevado,medio,si,6,64,medio,si,4,bajo,bajo,publico,positivo,4,si,universidad,cercano,hombre,67
21,76,bajo,medio,no,6,50,bajo,si,2,bajo,medio,publico,negativo,4,no,posgrado,moderado,mujer,63
16,97,medio,bajo,no,7,87,medio,si,1,elevado,medio,publico,neutral,3,no,preparatoria,cercano,mujer,70
12,65,medio,bajo,no,8,57,medio,si,1,elevado,elevado,privado,positivo,5,si,preparatoria,cercano,mujer,61
16,77,bajo,elevado,si,6,76,bajo,si,1,bajo,medio,publico,neutral,1,no,posgrado,moderado,mujer,64
20,74,medio,bajo,si,8,51,elevado,si,2,medio,bajo,publico,negativo,3,no,universidad,cercano,hombre,65
17,80,medio,bajo,no,6,81,medio,si,1,medio,elevado,publico,neutral,1,no,universidad,lejano,hombre,65
16,78,medio,bajo,si,7,68,elevado,si,3,bajo,elevado,privado,positivo,3,no,posgrado,lejano,mujer,66
12,81,elevado,elevado,si,5,82,bajo,si,1,medio,elevado,publico,positivo,3,no,preparatoria,lejano,mujer,66
20,66,bajo,medio,si,8,54,medio,si,2,medio,bajo,publico,positivo,2,no,posgrado,cercano,hombre,63
11,81,bajo,elevado,si,7,63,medio,si,3,medio,bajo,publico,neutral,2,no,posgrado,cercano,hombre,66
25,70,medio,bajo,si,9,56,elevado,si,0,bajo,medio,publico,positivo,1,no,preparatoria,lejano,hombre,64
20,67,elevado,bajo,no,8,82,medio,si,3,bajo,elevado,publico,neutral,4,si,preparatoria,cercano,hombre,65
11,63,elevado,medio,no,7,55,bajo,si,3,elevado,medio,privado,positivo,1,no,posgrado,cercano,hombre,62
18,91,bajo,elevado,si,9,81,elevado,si,4,elevado,medio,publico,neutral,5,no,preparatoria,moderado,hombre,71
15,77,medio,bajo,si,8,57,bajo,si,1,bajo,medio,publico,neutral,2,no,universidad,cercano,hombre,63
22,85,medio,elevado,no,9,97,elevado,si,0,medio,elevado,publico,negativo,3,no,universidad,moderado,hombre,70
28,89,medio,bajo,si,6,71,bajo,si,2,bajo,medio,privado,neutral,4,no,universidad,moderado,hombre,70
9,87,medio,bajo,no,8,56,medio,si,1,medio,elevado,publico,positivo,3,no,universidad,moderado,mujer,65
21,79,elevado,elevado,si,8,52,medio,si,1,bajo,,publico,neutral,3,si,preparatoria,cercano,mujer,66
19,76,medio,bajo,si,5,66,medio,si,2,medio,bajo,privado,positivo,4,no,universidad,cercano,mujer,66
24,75,medio,bajo,no,9,95,elevado,si,0,medio,elevado,publico,positivo,2,no,universidad,cercano,hombre,68
21,86,elevado,elevado,no,5,57,medio,si,1,bajo,medio,privado,negativo,3,no,preparatoria,cercano,hombre,68
15,80,elevado,medio,si,5,90,medio,si,4,medio,elevado,privado,neutral,3,no,preparatoria,cercano,mujer,69
18,94,medio,bajo,si,4,71,medio,si,3,elevado,bajo,publico,positivo,3,no,universidad,cercano,mujer,71
15,95,medio,bajo,si,8,90,bajo,si,2,bajo,,privado,negativo,1,no,posgrado,cercano,hombre,69
26,67,medio,elevado,si,5,94,medio,si,0,medio,bajo,publico,positivo,2,no,universidad,cercano,hombre,68
20,65,medio,elevado,si,6,100,medio,si,2,bajo,elevado,publico,neutral,5,no,preparatoria,moderado,hombre,67
31,85,elevado,medio,no,8,53,medio,si,2,bajo,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,72
20,72,elevado,medio,si,7,90,elevado,si,2,medio,bajo,publico,neutral,3,no,preparatoria,cercano,hombre,68
16,61,elevado,medio,si,6,53,bajo,si,0,elevado,medio,publico,positivo,4,si,preparatoria,moderado,mujer,60
11,96,medio,elevado,no,5,66,elevado,si,2,bajo,medio,publico,neutral,4,no,preparatoria,moderado,hombre,68
9,69,elevado,medio,si,7,82,elevado,si,1,elevado,elevado,publico,positivo,2,no,preparatoria,cercano,mujer,65
10,97,bajo,elevado,no,8,72,elevado,si,0,bajo,medio,publico,neutral,3,no,posgrado,moderado,mujer,67
22,89,bajo,medio,no,8,78,bajo,si,4,elevado,medio,privado,positivo,3,no,preparatoria,cercano,mujer,70
23,91,medio,bajo,si,10,98,elevado,si,0,bajo,elevado,privado,negativo,3,no,preparatoria,cercano,mujer,70
11,68,medio,bajo,no,6,91,bajo,si,3,bajo,elevado,publico,negativo,2,no,universidad,lejano,mujer,61
25,69,elevado,bajo,si,5,68,medio,si,2,elevado,elevado,publico,positivo,4,no,universidad,lejano,hombre,68
17,81,medio,elevado,no,7,80,elevado,si,1,bajo,medio,publico,negativo,3,no,posgrado,cercano,mujer,67
21,67,medio,elevado,no,7,52,medio,si,3,bajo,medio,publico,negativo,3,si,preparatoria,moderado,mujer,62
30,72,medio,bajo,no,7,73,medio,si,0,elevado,medio,publico,neutral,4,no,preparatoria,moderado,hombre,66
25,73,elevado,medio,si,6,80,medio,si,3,elevado,medio,publico,positivo,2,no,preparatoria,lejano,mujer,69
18,66,medio,elevado,si,4,86,medio,si,2,medio,bajo,publico,negativo,4,no,universidad,cercano,mujer,66
15,68,medio,bajo,si,5,95,medio,si,0,elevado,medio,publico,negativo,5,no,universidad,cercano,mujer,64
7,92,elevado,medio,no,8,64,elevado,si,1,bajo,bajo,publico,neutral,4,no,posgrado,cercano,hombre,66
16,67,medio,bajo,no,7,95,bajo,si,2,medio,bajo,publico,neutral,5,si,preparatoria,cercano,hombre,63
19,61,bajo,elevado,si,8,83,bajo,si,1,medio,bajo,privado,negativo,3,no,preparatoria,cercano,hombre,62
14,85,medio,bajo,si,8,54,bajo,si,1,elevado,medio,privado,negativo,4,no,posgrado,moderado,hombre,65
19,99,bajo,elevado,no,8,69,bajo,si,0,elevado,medio,privado,negativo,2,no,preparatoria,moderado,hombre,68
20,73,elevado,elevado,si,8,74,bajo,si,1,bajo,bajo,privado,negativo,4,no,preparatoria,moderado,hombre,65
19,65,medio,elevado,si,7,68,bajo,si,1,bajo,bajo,publico,neutral,4,no,universidad,cercano,mujer,63
16,83,elevado,elevado,si,7,56,medio,si,3,medio,bajo,publico,negativo,2,no,preparatoria,cercano,hombre,68
21,96,medio,elevado,si,4,78,bajo,si,2,elevado,medio,privado,positivo,2,no,preparatoria,cercano,hombre,72
23,91,elevado,bajo,no,6,57,medio,si,2,bajo,medio,privado,positivo,3,no,preparatoria,cercano,hombre,69
13,85,bajo,medio,no,6,96,bajo,si,1,bajo,elevado,publico,positivo,5,no,posgrado,lejano,hombre,66
28,73,bajo,bajo,si,7,93,elevado,si,2,bajo,elevado,privado,neutral,3,no,universidad,cercano,hombre,68
19,82,bajo,bajo,no,6,74,medio,si,1,medio,elevado,publico,neutral,2,no,preparatoria,moderado,hombre,64
20,64,medio,bajo,si,8,53,bajo,si,1,bajo,medio,publico,positivo,2,no,preparatoria,cercano,hombre,61
24,87,bajo,medio,no,6,78,elevado,si,0,bajo,bajo,publico,neutral,2,si,posgrado,cercano,hombre,67
21,89,medio,bajo,si,9,80,medio,si,0,medio,bajo,publico,neutral,3,no,posgrado,moderado,hombre,68
26,99,medio,bajo,no,6,94,elevado,si,2,medio,bajo,publico,positivo,3,no,preparatoria,cercano,hombre,74
22,70,medio,elevado,si,6,53,medio,si,3,medio,elevado,publico,positivo,2,no,preparatoria,cercano,mujer,67
16,61,medio,elevado,si,6,85,medio,si,2,medio,bajo,privado,positivo,3,no,preparatoria,cercano,hombre,64
22,82,bajo,elevado,no,6,78,medio,si,3,medio,elevado,publico,neutral,3,no,preparatoria,moderado,hombre,69
13,88,elevado,medio,si,9,59,medio,si,0,bajo,medio,privado,negativo,3,si,preparatoria,lejano,mujer,63
21,92,medio,bajo,no,7,56,medio,si,0,bajo,medio,privado,neutral,4,no,preparatoria,moderado,mujer,67
20,68,elevado,medio,si,7,85,medio,si,1,medio,bajo,publico,neutral,3,no,universidad,lejano,hombre,65
19,70,medio,bajo,si,6,67,medio,si,5,medio,bajo,publico,positivo,4,no,posgrado,moderado,mujer,67
19,81,elevado,medio,no,7,100,medio,si,1,bajo,medio,privado,negativo,5,no,posgrado,moderado,mujer,68
9,73,medio,bajo,si,7,95,medio,no,3,bajo,medio,privado,negativo,3,no,posgrado,cercano,hombre,62
17,94,elevado,medio,si,7,78,medio,si,1,bajo,elevado,publico,neutral,3,no,universidad,cercano,mujer,70
21,79,bajo,elevado,si,7,82,medio,si,1,elevado,medio,publico,negativo,3,no,preparatoria,cercano,mujer,67
21,92,elevado,elevado,si,9,58,medio,si,2,elevado,medio,publico,neutral,5,no,preparatoria,moderado,mujer,89
14,83,elevado,medio,si,7,95,bajo,si,1,bajo,medio,privado,neutral,2,si,preparatoria,cercano,mujer,65
28,91,bajo,medio,si,5,73,medio,no,2,medio,bajo,publico,neutral,2,no,preparatoria,cercano,mujer,69
15,73,medio,bajo,no,7,76,elevado,si,2,bajo,medio,publico,positivo,4,no,preparatoria,lejano,mujer,64
26,93,elevado,bajo,no,6,94,medio,si,6,elevado,medio,privado,negativo,4,no,preparatoria,cercano,mujer,74
23,71,medio,elevado,no,8,50,medio,si,0,elevado,medio,publico,positivo,2,no,preparatoria,lejano,mujer,64
16,82,bajo,elevado,no,7,75,medio,si,0,bajo,medio,publico,negativo,2,no,posgrado,moderado,mujer,64
31,69,medio,bajo,si,9,81,medio,si,2,medio,bajo,privado,negativo,2,no,universidad,cercano,hombre,67
13,79,bajo,bajo,si,6,58,elevado,si,2,medio,bajo,publico,positivo,4,no,universidad,moderado,hombre,63
26,73,elevado,medio,si,7,53,bajo,si,3,medio,elevado,privado,neutral,5,no,preparatoria,moderado,mujer,68
26,71,bajo,medio,si,5,77,bajo,si,0,medio,bajo,publico,neutral,5,no,posgrado,cercano,hombre,66
16,99,bajo,elevado,si,7,77,elevado,si,0,bajo,medio,publico,neutral,3,si,preparatoria,moderado,mujer,68
28,66,medio,elevado,no,5,67,medio,si,1,elevado,medio,privado,positivo,1,no,posgrado,moderado,mujer,68
18,91,medio,bajo,no,7,94,medio,si,3,bajo,medio,privado,neutral,2,no,preparatoria,cercano,mujer,69
22,99,elevado,bajo,no,7,65,medio,si,3,bajo,bajo,publico,neutral,3,no,posgrado,cercano,mujer,71
22,61,bajo,elevado,si,7,76,medio,si,1,elevado,medio,publico,positivo,3,no,universidad,cercano,mujer,65
19,88,bajo,medio,si,8,59,medio,si,2,medio,bajo,privado,neutral,4,no,preparatoria,cercano,hombre,67
25,70,medio,bajo,no,7,51,medio,si,1,elevado,medio,publico,negativo,4,no,universidad,cercano,mujer,65
25,62,elevado,medio,no,5,71,medio,si,0,bajo,elevado,privado,positivo,4,no,preparatoria,moderado,hombre,65
10,76,medio,bajo,no,6,76,medio,si,1,elevado,elevado,publico,negativo,2,no,posgrado,cercano,hombre,80
